Slope,Elevation,Corina,Target
218,2368,Natural grasslands,1.0
220,2360,Natural grasslands,1.0
219,2353,Natural grasslands,1.0
221,2346,Natural grasslands,1.0
219,2333,Natural grasslands,1.0
219,2330,Natural grasslands,1.0
217,2321,Natural grasslands,1.0
213,2313,Natural grasslands,1.0
212,2302,Natural grasslands,1.0
214,2292,Natural grasslands,1.0
215,2283,Natural grasslands,1.0
217,2285,Natural grasslands,1.0
218,2283,Natural grasslands,1.0
218,2281,Natural grasslands,1.0
216,2281,Natural grasslands,1.0
211,2285,Natural grasslands,1.0
206,2281,Natural grasslands,1.0
203,2279,Natural grasslands,1.0
200,2274,Natural grasslands,1.0
201,2281,Sparsely vegetated areas,1.0
205,2277,Sparsely vegetated areas,1.0
206,2281,Sparsely vegetated areas,1.0
210,2279,Sparsely vegetated areas,1.0
207,2272,Sparsely vegetated areas,1.0
203,2198,Sparsely vegetated areas,1.0
207,2191,Sparsely vegetated areas,1.0
215,2181,Sparsely vegetated areas,1.0
210,2379,Natural grasslands,1.0
213,2366,Natural grasslands,1.0
215,2359,Natural grasslands,1.0
217,2352,Natural grasslands,1.0
218,2340,Natural grasslands,1.0
217,2336,Natural grasslands,1.0
217,2325,Natural grasslands,1.0
216,2318,Natural grasslands,1.0
214,2310,Natural grasslands,1.0
211,2303,Natural grasslands,1.0
211,2290,Natural grasslands,1.0
213,2278,Natural grasslands,1.0
218,2271,Natural grasslands,1.0
221,2271,Natural grasslands,1.0
222,2267,Natural grasslands,1.0
221,2270,Natural grasslands,1.0
218,2267,Natural grasslands,1.0
214,2267,Natural grasslands,1.0
208,2263,Natural grasslands,1.0
206,2265,Natural grasslands,1.0
210,2257,Natural grasslands,1.0
204,2263,Sparsely vegetated areas,1.0
206,2265,Sparsely vegetated areas,1.0
205,2262,Sparsely vegetated areas,1.0
204,2256,Sparsely vegetated areas,1.0
202,2256,Sparsely vegetated areas,1.0
204,2248,Sparsely vegetated areas,1.0
210,2178,Sparsely vegetated areas,1.0
209,2362,Natural grasslands,1.0
211,2355,Natural grasslands,1.0
214,2345,Natural grasslands,1.0
216,2341,Natural grasslands,1.0
217,2331,Natural grasslands,1.0
217,2324,Natural grasslands,1.0
216,2316,Natural grasslands,1.0
216,2308,Natural grasslands,1.0
213,2296,Natural grasslands,1.0
211,2284,Natural grasslands,1.0
212,2275,Natural grasslands,1.0
216,2267,Natural grasslands,1.0
219,2258,Natural grasslands,1.0
221,2259,Natural grasslands,1.0
222,2254,Natural grasslands,1.0
220,2253,Natural grasslands,1.0
217,2251,Natural grasslands,1.0
216,2252,Natural grasslands,1.0
216,2247,Natural grasslands,1.0
216,2249,Natural grasslands,1.0
216,2245,Natural grasslands,1.0
215,2245,Natural grasslands,1.0
208,2244,Sparsely vegetated areas,1.0
208,2247,Sparsely vegetated areas,1.0
205,2239,Sparsely vegetated areas,1.0
204,2235,Sparsely vegetated areas,1.0
202,2229,Sparsely vegetated areas,1.0
233,2606,Natural grasslands,1.0
228,2605,Natural grasslands,1.0
209,2356,Natural grasslands,1.0
210,2346,Natural grasslands,1.0
214,2344,Natural grasslands,1.0
215,2334,Natural grasslands,1.0
217,2328,Natural grasslands,1.0
217,2321,Natural grasslands,1.0
217,2314,Natural grasslands,1.0
216,2303,Natural grasslands,1.0
214,2291,Natural grasslands,1.0
212,2282,Natural grasslands,1.0
211,2272,Natural grasslands,1.0
211,2260,Natural grasslands,1.0
215,2257,Natural grasslands,1.0
219,2248,Natural grasslands,1.0
221,2244,Natural grasslands,1.0
220,2240,Natural grasslands,1.0
220,2239,Natural grasslands,1.0
217,2236,Natural grasslands,1.0
214,2232,Natural grasslands,1.0
216,2231,Natural grasslands,1.0
220,2234,Natural grasslands,1.0
222,2230,Natural grasslands,1.0
221,2231,Natural grasslands,1.0
216,2228,Natural grasslands,1.0
213,2226,Sparsely vegetated areas,1.0
209,2222,Sparsely vegetated areas,1.0
205,2222,Sparsely vegetated areas,1.0
210,2605,Natural grasslands,1.0
210,2611,Natural grasslands,1.0
213,2607,Natural grasslands,1.0
220,2609,Natural grasslands,1.0
221,2608,Natural grasslands,1.0
231,2605,Natural grasslands,1.0
228,2609,Natural grasslands,1.0
232,2609,Natural grasslands,1.0
231,2609,Natural grasslands,1.0
232,2609,Natural grasslands,1.0
233,2610,Natural grasslands,1.0
233,2614,Natural grasslands,1.0
234,2611,Natural grasslands,1.0
234,2612,Natural grasslands,1.0
230,2612,Natural grasslands,1.0
227,2614,Natural grasslands,1.0
215,2345,Natural grasslands,1.0
213,2334,Natural grasslands,1.0
216,2329,Natural grasslands,1.0
217,2323,Natural grasslands,1.0
219,2317,Natural grasslands,1.0
218,2307,Natural grasslands,1.0
216,2297,Natural grasslands,1.0
215,2291,Natural grasslands,1.0
213,2281,Natural grasslands,1.0
210,2267,Natural grasslands,1.0
209,2261,Natural grasslands,1.0
211,2249,Natural grasslands,1.0
217,2242,Natural grasslands,1.0
218,2237,Natural grasslands,1.0
219,2232,Natural grasslands,1.0
219,2227,Natural grasslands,1.0
217,2221,Natural grasslands,1.0
214,2222,Natural grasslands,1.0
213,2221,Natural grasslands,1.0
215,2221,Natural grasslands,1.0
207,2611,Natural grasslands,1.0
204,2615,Natural grasslands,1.0
204,2622,Natural grasslands,1.0
204,2618,Natural grasslands,1.0
207,2623,Natural grasslands,1.0
206,2621,Natural grasslands,1.0
209,2618,Natural grasslands,1.0
210,2620,Natural grasslands,1.0
215,2620,Natural grasslands,1.0
219,2618,Natural grasslands,1.0
220,2620,Natural grasslands,1.0
217,2619,Natural grasslands,1.0
224,2621,Natural grasslands,1.0
224,2618,Natural grasslands,1.0
228,2621,Natural grasslands,1.0
232,2620,Natural grasslands,1.0
232,2618,Natural grasslands,1.0
228,2621,Natural grasslands,1.0
226,2628,Natural grasslands,1.0
222,2331,Natural grasslands,1.0
220,2325,Natural grasslands,1.0
221,2317,Natural grasslands,1.0
220,2309,Natural grasslands,1.0
220,2299,Natural grasslands,1.0
219,2295,Natural grasslands,1.0
216,2289,Natural grasslands,1.0
213,2283,Natural grasslands,1.0
209,2278,Natural grasslands,1.0
206,2257,Natural grasslands,1.0
208,2247,Natural grasslands,1.0
209,2239,Natural grasslands,1.0
214,2230,Natural grasslands,1.0
217,2222,Natural grasslands,1.0
201,2631,Natural grasslands,1.0
201,2638,Natural grasslands,1.0
202,2634,Natural grasslands,1.0
203,2633,Natural grasslands,1.0
203,2637,Natural grasslands,1.0
203,2638,Natural grasslands,1.0
200,2634,Natural grasslands,1.0
201,2634,Natural grasslands,1.0
199,2633,Natural grasslands,1.0
203,2635,Natural grasslands,1.0
209,2628,Natural grasslands,1.0
212,2630,Natural grasslands,1.0
220,2628,Natural grasslands,1.0
219,2628,Natural grasslands,1.0
227,2629,Natural grasslands,1.0
227,2629,Natural grasslands,1.0
227,2631,Natural grasslands,1.0
224,2638,Natural grasslands,1.0
222,2321,Natural grasslands,1.0
222,2311,Natural grasslands,1.0
222,2301,Natural grasslands,1.0
222,2298,Natural grasslands,1.0
220,2291,Natural grasslands,1.0
218,2287,Natural grasslands,1.0
214,2283,Natural grasslands,1.0
209,2271,Natural grasslands,1.0
206,2260,Natural grasslands,1.0
203,2247,Natural grasslands,1.0
206,2234,Natural grasslands,1.0
210,2223,Natural grasslands,1.0
203,2656,Natural grasslands,1.0
203,2652,Natural grasslands,1.0
203,2656,Natural grasslands,1.0
201,2652,Natural grasslands,1.0
201,2656,Natural grasslands,1.0
199,2655,Natural grasslands,1.0
198,2656,Natural grasslands,1.0
198,2645,Natural grasslands,1.0
199,2649,Natural grasslands,1.0
205,2643,Natural grasslands,1.0
207,2640,Natural grasslands,1.0
210,2642,Natural grasslands,1.0
214,2644,Natural grasslands,1.0
216,2640,Natural grasslands,1.0
225,2641,Natural grasslands,1.0
217,2641,Natural grasslands,1.0
219,2647,Natural grasslands,1.0
222,2306,Natural grasslands,1.0
222,2300,Natural grasslands,1.0
223,2292,Natural grasslands,1.0
222,2290,Natural grasslands,1.0
220,2286,Natural grasslands,1.0
217,2275,Natural grasslands,1.0
213,2265,Natural grasslands,1.0
208,2257,Natural grasslands,1.0
199,2242,Natural grasslands,1.0
200,2228,Natural grasslands,1.0
208,2669,Natural grasslands,1.0
204,2675,Natural grasslands,1.0
203,2676,Natural grasslands,1.0
201,2678,Natural grasslands,1.0
199,2669,Natural grasslands,1.0
199,2673,Natural grasslands,1.0
198,2664,Natural grasslands,1.0
200,2663,Natural grasslands,1.0
202,2662,Natural grasslands,1.0
206,2661,Natural grasslands,1.0
207,2656,Natural grasslands,1.0
207,2659,Natural grasslands,1.0
202,2658,Natural grasslands,1.0
204,2658,Natural grasslands,1.0
202,2648,Natural grasslands,1.0
202,2656,Natural grasslands,1.0
244,2334,Natural grasslands,1.0
222,2298,Natural grasslands,1.0
224,2291,Natural grasslands,1.0
224,2283,Natural grasslands,1.0
223,2279,Natural grasslands,1.0
219,2270,Natural grasslands,1.0
215,2261,Natural grasslands,1.0
211,2250,Natural grasslands,1.0
206,2237,Natural grasslands,1.0
201,2220,Natural grasslands,1.0
210,2691,Natural grasslands,1.0
210,2695,Natural grasslands,1.0
204,2694,Natural grasslands,1.0
205,2695,Natural grasslands,1.0
203,2685,Natural grasslands,1.0
202,2685,Natural grasslands,1.0
203,2685,Natural grasslands,1.0
205,2685,Natural grasslands,1.0
204,2678,Natural grasslands,1.0
206,2680,Natural grasslands,1.0
207,2678,Natural grasslands,1.0
204,2678,Natural grasslands,1.0
197,2671,Natural grasslands,1.0
198,2672,Natural grasslands,1.0
194,2662,Natural grasslands,1.0
196,2667,Natural grasslands,1.0
245,2333,Natural grasslands,1.0
224,2284,Natural grasslands,1.0
223,2272,Natural grasslands,1.0
220,2268,Natural grasslands,1.0
218,2259,Natural grasslands,1.0
216,2251,Natural grasslands,1.0
211,2240,Natural grasslands,1.0
203,2226,Natural grasslands,1.0
218,2712,Natural grasslands,1.0
215,2715,Natural grasslands,1.0
215,2711,Natural grasslands,1.0
211,2705,Natural grasslands,1.0
214,2706,Natural grasslands,1.0
210,2701,Natural grasslands,1.0
209,2705,Natural grasslands,1.0
206,2703,Natural grasslands,1.0
207,2701,Natural grasslands,1.0
207,2691,Natural grasslands,1.0
205,2694,Natural grasslands,1.0
195,2684,Natural grasslands,1.0
193,2685,Natural grasslands,1.0
192,2684,Natural grasslands,1.0
193,2690,Natural grasslands,1.0
245,2338,Natural grasslands,1.0
246,2335,Natural grasslands,1.0
246,2332,Natural grasslands,1.0
222,2275,Natural grasslands,1.0
221,2265,Natural grasslands,1.0
218,2258,Natural grasslands,1.0
218,2249,Natural grasslands,1.0
215,2242,Natural grasslands,1.0
211,2229,Natural grasslands,1.0
222,2726,Natural grasslands,1.0
224,2727,Natural grasslands,1.0
221,2721,Natural grasslands,1.0
220,2725,Natural grasslands,1.0
218,2724,Natural grasslands,1.0
210,2724,Natural grasslands,1.0
208,2717,Natural grasslands,1.0
206,2716,Natural grasslands,1.0
206,2703,Natural grasslands,1.0
203,2705,Natural grasslands,1.0
197,2705,Natural grasslands,1.0
192,2707,Natural grasslands,1.0
190,2700,Natural grasslands,1.0
195,2709,Natural grasslands,1.0
245,2342,Natural grasslands,1.0
246,2339,Natural grasslands,1.0
246,2335,Natural grasslands,1.0
246,2331,Natural grasslands,1.0
219,2263,Natural grasslands,1.0
218,2255,Natural grasslands,1.0
217,2248,Natural grasslands,1.0
218,2237,Natural grasslands,1.0
217,2226,Natural grasslands,1.0
232,2735,Natural grasslands,1.0
229,2740,Natural grasslands,1.0
231,2740,Natural grasslands,1.0
227,2740,Natural grasslands,1.0
225,2739,Natural grasslands,1.0
219,2738,Natural grasslands,1.0
214,2727,Natural grasslands,1.0
208,2727,Natural grasslands,1.0
204,2724,Natural grasslands,1.0
203,2724,Natural grasslands,1.0
201,2721,Natural grasslands,1.0
198,2728,Natural grasslands,1.0
194,2729,Natural grasslands,1.0
207,2730,Natural grasslands,1.0
245,2345,Natural grasslands,1.0
246,2341,Natural grasslands,1.0
246,2338,Natural grasslands,1.0
246,2334,Natural grasslands,1.0
246,2331,Natural grasslands,1.0
218,2252,Natural grasslands,1.0
218,2242,Natural grasslands,1.0
219,2231,Natural grasslands,1.0
222,2224,Natural grasslands,1.0
236,2751,Natural grasslands,1.0
236,2752,Natural grasslands,1.0
234,2753,Natural grasslands,1.0
230,2755,Natural grasslands,1.0
226,2750,Natural grasslands,1.0
222,2746,Natural grasslands,1.0
214,2745,Natural grasslands,1.0
210,2741,Natural grasslands,1.0
206,2742,Natural grasslands,1.0
204,2745,Natural grasslands,1.0
207,2747,Natural grasslands,1.0
205,2746,Natural grasslands,1.0
214,2752,Natural grasslands,1.0
246,2348,Natural grasslands,1.0
246,2343,Natural grasslands,1.0
246,2341,Natural grasslands,1.0
246,2338,Natural grasslands,1.0
245,2335,Natural grasslands,1.0
245,2333,Natural grasslands,1.0
224,2230,Natural grasslands,1.0
222,2223,Natural grasslands,1.0
237,2764,Natural grasslands,1.0
236,2761,Natural grasslands,1.0
235,2762,Natural grasslands,1.0
234,2761,Natural grasslands,1.0
227,2760,Natural grasslands,1.0
222,2761,Natural grasslands,1.0
212,2761,Natural grasslands,1.0
214,2759,Natural grasslands,1.0
211,2763,Natural grasslands,1.0
214,2764,Natural grasslands,1.0
219,2758,Natural grasslands,1.0
245,2351,Natural grasslands,1.0
246,2347,Natural grasslands,1.0
245,2344,Natural grasslands,1.0
245,2342,Natural grasslands,1.0
245,2340,Natural grasslands,1.0
244,2337,Natural grasslands,1.0
244,2334,Natural grasslands,1.0
243,2331,Natural grasslands,1.0
227,2223,Natural grasslands,1.0
236,2769,Natural grasslands,1.0
236,2768,Natural grasslands,1.0
236,2768,Natural grasslands,1.0
236,2770,Natural grasslands,1.0
233,2772,Natural grasslands,1.0
230,2771,Natural grasslands,1.0
224,2774,Natural grasslands,1.0
220,2778,Natural grasslands,1.0
224,2785,Natural grasslands,1.0
223,2781,Natural grasslands,1.0
230,2780,Natural grasslands,1.0
245,2357,Natural grasslands,1.0
245,2353,Natural grasslands,1.0
245,2351,Natural grasslands,1.0
245,2349,Natural grasslands,1.0
244,2345,Natural grasslands,1.0
242,2344,Natural grasslands,1.0
243,2342,Natural grasslands,1.0
242,2340,Natural grasslands,1.0
243,2336,Natural grasslands,1.0
242,2334,Natural grasslands,1.0
242,2333,Natural grasslands,1.0
241,2332,Natural grasslands,1.0
241,2331,Natural grasslands,1.0
240,2331,Natural grasslands,1.0
236,2777,Natural grasslands,1.0
237,2779,Natural grasslands,1.0
237,2779,Natural grasslands,1.0
236,2781,Natural grasslands,1.0
232,2782,Natural grasslands,1.0
233,2787,Natural grasslands,1.0
229,2789,Natural grasslands,1.0
236,2795,Natural grasslands,1.0
239,2794,Natural grasslands,1.0
241,2795,Natural grasslands,1.0
245,2360,Natural grasslands,1.0
242,2358,Natural grasslands,1.0
243,2354,Natural grasslands,1.0
241,2354,Natural grasslands,1.0
242,2352,Natural grasslands,1.0
241,2352,Natural grasslands,1.0
241,2346,Natural grasslands,1.0
243,2346,Natural grasslands,1.0
242,2343,Natural grasslands,1.0
243,2341,Natural grasslands,1.0
243,2340,Natural grasslands,1.0
242,2340,Natural grasslands,1.0
241,2337,Natural grasslands,1.0
241,2336,Natural grasslands,1.0
240,2334,Natural grasslands,1.0
238,2785,Natural grasslands,1.0
238,2788,Natural grasslands,1.0
238,2789,Natural grasslands,1.0
237,2791,Natural grasslands,1.0
236,2789,Natural grasslands,1.0
237,2796,Natural grasslands,1.0
239,2798,Natural grasslands,1.0
244,2802,Natural grasslands,1.0
244,2805,Natural grasslands,1.0
243,2363,Natural grasslands,1.0
242,2363,Natural grasslands,1.0
240,2362,Natural grasslands,1.0
240,2362,Natural grasslands,1.0
239,2357,Natural grasslands,1.0
240,2358,Natural grasslands,1.0
240,2353,Natural grasslands,1.0
241,2351,Natural grasslands,1.0
242,2349,Natural grasslands,1.0
243,2349,Natural grasslands,1.0
242,2345,Natural grasslands,1.0
243,2346,Natural grasslands,1.0
242,2343,Natural grasslands,1.0
242,2341,Natural grasslands,1.0
241,2341,Natural grasslands,1.0
241,2338,Natural grasslands,1.0
241,2334,Natural grasslands,1.0
241,2332,Natural grasslands,1.0
238,2795,Natural grasslands,1.0
237,2798,Natural grasslands,1.0
237,2797,Natural grasslands,1.0
239,2802,Natural grasslands,1.0
241,2808,Natural grasslands,1.0
244,2813,Natural grasslands,1.0
242,2370,Natural grasslands,1.0
239,2370,Natural grasslands,1.0
238,2368,Natural grasslands,1.0
237,2369,Natural grasslands,1.0
237,2364,Natural grasslands,1.0
238,2363,Natural grasslands,1.0
239,2360,Natural grasslands,1.0
241,2359,Natural grasslands,1.0
242,2354,Natural grasslands,1.0
243,2354,Natural grasslands,1.0
243,2353,Natural grasslands,1.0
244,2353,Natural grasslands,1.0
243,2349,Natural grasslands,1.0
242,2348,Natural grasslands,1.0
242,2346,Natural grasslands,1.0
241,2344,Natural grasslands,1.0
240,2342,Natural grasslands,1.0
241,2340,Natural grasslands,1.0
241,2335,Natural grasslands,1.0
243,2334,Natural grasslands,1.0
237,2804,Natural grasslands,1.0
237,2807,Natural grasslands,1.0
239,2812,Natural grasslands,1.0
242,2815,Natural grasslands,1.0
241,2374,Natural grasslands,1.0
240,2376,Natural grasslands,1.0
238,2374,Natural grasslands,1.0
237,2374,Natural grasslands,1.0
236,2373,Natural grasslands,1.0
236,2372,Natural grasslands,1.0
237,2367,Natural grasslands,1.0
239,2366,Natural grasslands,1.0
241,2364,Natural grasslands,1.0
242,2362,Natural grasslands,1.0
244,2357,Natural grasslands,1.0
244,2358,Natural grasslands,1.0
243,2354,Natural grasslands,1.0
243,2354,Natural grasslands,1.0
242,2352,Natural grasslands,1.0
241,2351,Natural grasslands,1.0
241,2347,Natural grasslands,1.0
241,2346,Natural grasslands,1.0
241,2342,Natural grasslands,1.0
241,2379,Natural grasslands,1.0
241,2381,Natural grasslands,1.0
242,2381,Natural grasslands,1.0
240,2383,Natural grasslands,1.0
239,2380,Natural grasslands,1.0
238,2380,Natural grasslands,1.0
237,2378,Natural grasslands,1.0
238,2375,Natural grasslands,1.0
239,2370,Natural grasslands,1.0
241,2368,Natural grasslands,1.0
242,2362,Natural grasslands,1.0
243,2362,Natural grasslands,1.0
243,2361,Natural grasslands,1.0
242,2360,Natural grasslands,1.0
242,2357,Natural grasslands,1.0
242,2357,Natural grasslands,1.0
241,2353,Natural grasslands,1.0
241,2350,Natural grasslands,1.0
241,2348,Natural grasslands,1.0
241,2388,Natural grasslands,1.0
242,2388,Natural grasslands,1.0
242,2390,Natural grasslands,1.0
240,2389,Natural grasslands,1.0
240,2388,Natural grasslands,1.0
238,2384,Natural grasslands,1.0
238,2382,Natural grasslands,1.0
239,2374,Natural grasslands,1.0
240,2373,Natural grasslands,1.0
241,2371,Natural grasslands,1.0
242,2369,Natural grasslands,1.0
241,2367,Natural grasslands,1.0
242,2367,Natural grasslands,1.0
242,2366,Natural grasslands,1.0
241,2365,Natural grasslands,1.0
241,2360,Natural grasslands,1.0
241,2358,Natural grasslands,1.0
241,2353,Natural grasslands,1.0
242,2396,Natural grasslands,1.0
242,2397,Natural grasslands,1.0
244,2396,Natural grasslands,1.0
243,2394,Natural grasslands,1.0
242,2393,Natural grasslands,1.0
241,2387,Natural grasslands,1.0
239,2387,Natural grasslands,1.0
239,2384,Natural grasslands,1.0
239,2382,Natural grasslands,1.0
239,2377,Natural grasslands,1.0
240,2376,Natural grasslands,1.0
241,2375,Natural grasslands,1.0
241,2374,Natural grasslands,1.0
241,2371,Natural grasslands,1.0
241,2370,Natural grasslands,1.0
241,2364,Natural grasslands,1.0
240,2364,Natural grasslands,1.0
243,2403,Natural grasslands,1.0
243,2403,Natural grasslands,1.0
244,2402,Natural grasslands,1.0
244,2397,Natural grasslands,1.0
243,2398,Natural grasslands,1.0
243,2395,Natural grasslands,1.0
242,2394,Natural grasslands,1.0
241,2391,Natural grasslands,1.0
240,2389,Natural grasslands,1.0
